SPECIES,Sp_Rel_Code,Q1,W1,Q2,Relationship,AveDIST,Colony.Specific.Foraging.Distance,Col.All_Summer_Flower_Cover_Prop,Col.Worker_Preferred_Summer_Flower_Cover_Prop,Col.All_Spring_Flower_Cover_Prop,Col.Queen_Visited_Spring_Flower_Cover_Prop,Col.Spring_Plus_Summer_Flower_Cover_Prop,Col.Arable,Col.Mixed.Vegetation,Col.Nesting_high,250.All_Summer_Flower_Cover_Prop,250.Worker_Preferred_Summer_Flower_Cover_Prop,250.All_Spring_Flower_Cover_Prop,250.Queen_Visited_Spring_Flower_Cover_Prop,250.Spring_Plus_Summer_Flower_Cover_Prop,250.Arable,250.Mixed.Vegetation,250.Nesting_high,500.All_Summer_Flower_Cover_Prop,500.Worker_Preferred_Summer_Flower_Cover_Prop,500.All_Spring_Flower_Cover_Prop,500.Queen_Visited_Spring_Flower_Cover_Prop,500.Spring_Plus_Summer_Flower_Cover_Prop,500.Arable,500.Mixed.Vegetation,500.Nesting_high,1000.All_Summer_Flower_Cover_Prop,1000.Worker_Preferred_Summer_Flower_Cover_Prop,1000.All_Spring_Flower_Cover_Prop,1000.Queen_Visited_Spring_Flower_Cover_Prop,1000.Spring_Plus_Summer_Flower_Cover_Prop,1000.Arable,1000.Mixed.Vegetation,1000.Nesting_high
Blap,Blap_943,0,2,0,Workers 2011 only ,  NA,1352,0.483341021,0.087688412,0.344786561,0.073017117,0.160705529,0.402987665,0.039373595,0.378751366,0.995887636,0.000000189,0.79886509,0.003419031,0.00341922,0.954001176,0.024048604,0.121497646,0.776268719,0.019137608,0.643195278,0.056085325,0.075222933,0.838290736,0.023615631,0.233379218,0.558219129,0.082889144,0.428211657,0.110389893,0.193279037,0.514220234,0.043350212,0.36711062
Blap,Blap_944,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_945,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_946,0,2,0,Workers 2011 only ,  NA,232.5,0.101298335,0.047885892,0.034578589,0.011522595,0.059408487,0,0.024333577,0.428878825,0.099838812,0.048679318,0.032551495,0.010942171,0.059621489,0,0.022703804,0.4465484,0.15436156,0.033374822,0.092225531,0.034688049,0.068062871,0.241307069,0.021061661,0.604865427,0.292498563,0.013030347,0.2723765,0.158474736,0.171505083,0.570491387,0.02844881,0.358941828
Blap,Blap_947,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_948,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_949,0,2,0,Workers 2011 only ,  NA,1057.5,0.56763886,0.03651828,0.471839705,0.11261588,0.14913416,0.659793145,0.052939968,0.324961697,0.799490606,0.0000316,0.673331608,0.069240627,0.069272227,0.883684441,0.078598532,0.118197449,0.578178686,0.002288508,0.583887615,0.15739789,0.159686398,0.925236731,0.035825262,0.214829938,0.583956114,0.033266733,0.497025938,0.123104819,0.156371552,0.692694706,0.048536448,0.299679625
Blap,Blap_950,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_951,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_952,0,2,0,Workers 2011 only ,  NA,2,0.167944314,0.149239616,0.045070364,0.0000995,0.149339116,0,0,0.99493077,0.345437576,0.062789404,0.278392465,0.055435555,0.118224959,0.415633143,0.029254947,0.68025406,0.439102459,0.049338606,0.34186516,0.049051228,0.098389834,0.406083642,0.028211705,0.469190049,0.3991185,0.030792995,0.286200232,0.048294841,0.079087836,0.452511026,0.047886471,0.238835469
Blap,Blap_953,0,2,0,Workers 2011 only ,  NA,34,0.300463889,0.157174323,0.100184452,0.066063212,0.223237535,0.184119821,0.441965445,0.03126489,0.105409819,0.031794077,0.038972455,0.015807312,0.047601389,0.684581786,0.102414819,0.096570765,0.255279745,0.030662082,0.158635234,0.036966005,0.067628087,0.53624437,0.14738303,0.167591037,0.437301243,0.023482299,0.293801454,0.201515463,0.224997762,0.588306993,0.087846799,0.190342721
Blap,Blap_954,0,2,0,Workers 2011 only ,  NA,56.5,0.104530012,0.046807508,0.038970358,0.005235743,0.052043251,0.077924474,0.015482114,0.147606346,0.068200132,0.032752037,0.023295492,0.001122428,0.033874465,0,0.019137927,0.137993954,0.104530012,0.046807508,0.038970358,0.005235743,0.052043251,0.077924474,0.015482114,0.147606346,0.141442202,0.028197658,0.087673716,0.010058551,0.038256209,0.092014819,0.018505406,0.189621574
Blap,Blap_955,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_956,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_957,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_958,0,2,0,Workers 2011 only ,  NA,535.5,0.639553427,0.034996743,0.468210364,0.39973637,0.434733113,0.431347135,0.169367476,0.193484491,0.551913086,0.008585966,0.203534432,0.112257012,0.120842978,0.05568148,0.113555823,0.527058167,0.625062503,0.03413712,0.449067263,0.380245038,0.414382158,0.395615187,0.168486793,0.211775511,0.567605402,0.020803824,0.414211681,0.367955981,0.388759805,0.684626382,0.099874392,0.141830216
Blap,Blap_959,0,5,0,Workers 2011 only ,  NA,787.8,0.722488481,0.109677182,0.505218033,0.127596216,0.237273398,0.547814525,0.054653195,0.632891753,1.003841083,0.107252205,0.748330002,0.311616859,0.418869064,0.666363757,0.080533343,0.893918637,0.83526706,0.13886932,0.582379508,0.217895414,0.356764734,0.541019575,0.067105727,0.824359541,0.676810159,0.095603151,0.481912433,0.092062775,0.187665926,0.575069987,0.044813839,0.454967952
Blap,Blap_960,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_961,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_962,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_963,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_964,0,4,0,Workers 2011 only ,  NA,619.5,0.663184577,0.023438827,0.241150854,0.169269439,0.192708266,0.623861163,0.153995185,0.109904777,0.78867796,0.051205321,0.33244063,0.252176817,0.303382138,0.544289543,0.369528203,0,0.751821034,0.030074281,0.287867286,0.191520232,0.221594513,0.578771689,0.205277643,0.077777008,0.490754291,0.021285941,0.243504376,0.191020102,0.212306043,0.627042697,0.105827163,0.126155677
Blap,Blap_965,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_966,0,2,0,Workers 2011 only ,  NA,89.5,0.744787732,0.222199004,0.540498229,0.159744446,0.38194345,0.400179437,0.538501811,0.400179437,0.619863381,0.112726484,0.51147267,0.275971819,0.388698303,0.577918894,0.103269064,0.700964144,0.719326787,0.119707696,0.511304377,0.207568897,0.327276593,0.541470377,0.046171266,0.752172942,0.670341224,0.119310638,0.467259716,0.094654099,0.213964737,0.520465342,0.043100238,0.488013188
Blap,Blap_967,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_968,0,2,0,Workers 2011 only ,  NA,886,0.460951401,0.015756048,0.427541451,0.131530929,0.147286977,0.792890324,0.052066508,0.278567942,0.42783002,0,0.437765627,0.108318457,0.108318457,0.908579623,0.00942681,0.002946872,0.41053364,0.000254377,0.426891944,0.138142945,0.138397322,0.912641106,0.02502114,0.074345378,0.467901395,0.018308724,0.418839823,0.116306918,0.134615642,0.750807651,0.05603499,0.285236577
Blap,Blap_969,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_970,0,2,0,Workers 2011 only ,  NA,958,0.464778649,0.017630677,0.421231164,0.122893748,0.140524425,0.770447599,0.054039232,0.281524591,0.427403279,0,0.440967943,0.111263653,0.111263653,0.909374335,0.009690097,0.002339046,0.399940571,0.000244462,0.422151143,0.139288646,0.139533108,0.916158132,0.023789058,0.07068955,0.466421254,0.018488339,0.41725898,0.116530128,0.135018467,0.752000831,0.056353565,0.284473627
Blap,Blap_971,0,3,0,Workers 2011 only ,  NA,605.3333333,0.514166202,0.232827696,0.187929895,0.021483186,0.254310882,0.058237709,0.038193884,0.678677353,0.596435287,0.214789073,0.196475286,0.005420686,0.220209759,0,0.019983523,0.751794973,0.552147495,0.262902056,0.174801411,0.009314572,0.272216628,0.006462415,0.037501395,0.709645484,0.526206531,0.158594703,0.29002724,0.059244298,0.217839001,0.252992665,0.030882289,0.583509796
Blap,Blap_972,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_973,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_974,0,2,0,Workers 2011 only ,  NA,495.5,0.78389456,0.04555856,0.677146905,0.270821734,0.316380294,0.805785898,0.081829415,0.709167556,1.118538509,0.034756065,0.947474656,0.540295711,0.575051776,0.855407,0.098971248,0.813316449,0.779641917,0.046504432,0.6731396,0.268344417,0.314848849,0.802852076,0.081885865,0.706948457,0.681671271,0.067814652,0.520301978,0.102477793,0.170292445,0.678948028,0.046011623,0.395495003
Blap,Blap_975,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_976,0,2,0,Workers 2011 only ,  NA,182,0.859565947,0.245207384,0.379700088,0.018020779,0.263228163,0.081893267,0.074980235,0.53802345,0.839203436,0.23919412,0.408128667,0.064463569,0.303657689,0.167409375,0.080940972,0.645212804,0.704665396,0.178506463,0.405755564,0.139020832,0.317527295,0.331055948,0.041202074,0.820267138,0.635785429,0.127484368,0.420307119,0.08354494,0.211029308,0.453318086,0.042027723,0.519365367
Blap,Blap_977,0,2,0,Workers 2011 only ,  NA,1771,0.428916143,0.018714662,0.365706687,0.209416571,0.228131233,0.58935793,0.054430592,0.247824062,0.092045236,0.033094301,0.030111284,0.005705629,0.03879993,0,0.018902628,0.562397233,0.110496696,0.029140117,0.049415072,0.0224825,0.051622617,0.26103962,0.020837677,0.426390824,0.360467465,0.01437435,0.328324493,0.189809855,0.204184205,0.621651492,0.034499035,0.294978049
Blap,Blap_978,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_979,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_980,0,2,0,Workers 2011 only ,  NA,280.5,0.943275851,0.128112954,0.691759072,0.31298394,0.441096894,0.59574623,0.103586612,0.832889927,0.971048934,0.122333689,0.718282607,0.340847103,0.463180792,0.609968588,0.11260293,0.835926176,0.8105559,0.136242114,0.57146308,0.225915177,0.362157291,0.543094111,0.061368839,0.840655643,0.678494143,0.100459692,0.481034251,0.092395776,0.192855468,0.565927185,0.045067628,0.46572701
Blap,Blap_981,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_982,0,2,0,Workers 2011 only ,  NA,390,0.501446354,0.233922623,0.161354082,0.011550856,0.245473479,0.02697654,0.013885021,0.741807751,0.44077301,0.19397268,0.100805522,0.006431947,0.200404627,0,0.007022115,0.854639602,0.520818924,0.242803037,0.199609426,0.019338514,0.262141551,0.083424448,0.02291673,0.682098974,0.556013415,0.155454722,0.3264774,0.06888161,0.224336332,0.283280015,0.028514665,0.556814547
Blap,Blap_983,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_984,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_985,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_986,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_987,0,2,0,Workers 2011 only ,  NA,599.5,0.689350177,0.032372493,0.532305234,0.471100325,0.503472818,0.514782341,0.153380958,0.159653017,0.613779019,0.015251006,0.266715285,0.196199131,0.211450137,0.149356899,0.09996167,0.465371831,0.677512776,0.031952207,0.506951167,0.449070768,0.481022975,0.455787082,0.152744377,0.19947095,0.562547917,0.02022771,0.415896696,0.37551689,0.3957446,0.696936287,0.101565672,0.133634
Blap,Blap_988,0,3,0,Workers 2011 only ,  NA,900.3333333,0.413733244,0.012808699,0.384087056,0.123195475,0.136004174,0.79145882,0.054492231,0.205302757,0.286089147,0.0000519,0.435765554,0.211886119,0.211938019,0.962727756,0.002910686,0,0.294298878,0.014860409,0.380092894,0.172480134,0.187340543,0.877211489,0.036766203,0.051205369,0.455041034,0.014424678,0.402215531,0.115075605,0.129500283,0.762376129,0.061615329,0.249865222
Blap,Blap_989,0,2,0,Workers 2011 only ,  NA,218,1.117081951,0.010013438,0.958369181,0.548578381,0.558591819,0.875289249,0.075542616,0.837140741,1.109450112,0.026416249,0.944061879,0.535387593,0.561803842,0.860078146,0.090802672,0.793817485,0.768541329,0.038629396,0.676313318,0.273264974,0.31189437,0.822331338,0.082611651,0.68785028,0.679338597,0.066729636,0.521577676,0.103541268,0.170270904,0.688244583,0.045279227,0.388834775
Blap,Blap_990,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_991,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_992,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_993,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_994,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_995,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_996,0,2,0,Workers 2011 only ,  NA,305.5,0.93378149,0.02225285,0.753466793,0.151822819,0.174075669,0.830696306,0.107268168,0.590038154,0.961341651,0.031592923,0.760364802,0.108844455,0.140437378,0.818659555,0.115057404,0.572814253,0.895788741,0.025654611,0.750103135,0.210734381,0.236388992,0.859989886,0.079814565,0.503798053,0.658745872,0.058910866,0.514241974,0.102788071,0.161698937,0.685858977,0.048158206,0.378909074
Blap,Blap_997,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_998,0,3,0,Workers 2011 only ,  NA,1204.666667,0.615758626,0.094126816,0.433056397,0.071208103,0.165334919,0.525850595,0.036838833,0.388134269,0.935139491,0.195915483,0.582927829,0.218342227,0.41425771,0.39878886,0.095868072,0.779956382,0.780940823,0.164736723,0.501881175,0.180930194,0.345666917,0.445008036,0.050610987,0.859586749,0.664441023,0.11117872,0.457421642,0.087485809,0.198664529,0.520408427,0.044288639,0.489987714
Blap,Blap_999,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1000,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1001,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1002,0,2,0,Workers 2011 only ,  NA,747.5,0.481370214,0.024077188,0.185398524,0.064933839,0.089011027,0.583138187,0.127286073,0.158616095,0.494208269,0.019420076,0.086191458,0.017936869,0.037356945,0.762749812,0.108369153,0.292599158,0.508809674,0.023623005,0.108313687,0.019088551,0.042711556,0.601542496,0.157495345,0.183502503,0.443847936,0.019222221,0.221007051,0.092781498,0.112003719,0.589918332,0.088646109,0.16120369
Blap,Blap_1003,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1004,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1005,0,2,0,Workers 2011 only ,  NA,469,0.942657627,0.123377887,0.66768627,0.19647313,0.319851017,0.610628811,0.082102813,0.795036236,1.047125897,0.058379578,0.806127683,0.166525542,0.22490512,0.793474548,0.079966947,0.901926153,0.927418344,0.127227859,0.653989369,0.188247232,0.315475091,0.605642749,0.081107793,0.770268439,0.676638083,0.079668434,0.492840552,0.092075925,0.171744359,0.613438082,0.045864646,0.415960807
Blap,Blap_1006,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1007,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1008,0,2,0,Workers 2011 only ,  NA,948,0.386222618,0.014240779,0.405471748,0.38351645,0.397757229,0.539555151,0.029189645,0.365638351,0.90196895,0.006676053,0.877010832,0.857183814,0.863859867,0.829033981,0.013404037,0.119149871,0.696284269,0.01212918,0.675753224,0.662809981,0.674939161,0.667589226,0.009178695,0.234688364,0.372488321,0.015680423,0.389493526,0.365786332,0.381466755,0.537999909,0.031949357,0.374870388
Blap,Blap_1009,0,2,0,Workers 2011 only ,  NA,195.5,0.988483862,0.030482755,0.769469178,0.013513309,0.043996064,0.858495929,0.114898277,0.808682966,0.988911995,0.04786391,0.764335201,0.014593788,0.062457698,0.82966382,0.117462301,0.757992375,0.931305828,0.062752719,0.702547973,0.103200144,0.165952863,0.75813415,0.076675775,0.520581565,0.639546763,0.066256827,0.478148645,0.093308113,0.15956494,0.639197162,0.051491196,0.379438878
Blap,Blap_1010,0,2,0,Workers 2011 only ,  NA,390,0.871633564,0.035949688,0.682991169,0.014804674,0.050754362,0.77649038,0.097011768,0.29571849,0.942818962,0.026097409,0.74328477,0.007645196,0.033742605,0.889648953,0.066587749,0.366676145,0.856301979,0.031183465,0.664795232,0.01176682,0.042950285,0.776498987,0.072934251,0.278677821,0.606526105,0.054596453,0.450481053,0.080352093,0.134948546,0.631870658,0.04774325,0.329365195
Blap,Blap_1011,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1012,0,2,0,Workers 2011 only ,  NA,221.5,0.793089616,0.029455126,0.628854618,0.024430322,0.053885448,0.808274164,0.124503884,0.35022103,0.823318028,0.025073186,0.654559899,0.024008885,0.049082071,0.827831961,0.108920176,0.341286113,0.857736348,0.018426901,0.693736735,0.072839523,0.091266424,0.849884326,0.071990309,0.297500911,0.593070068,0.048426938,0.469671844,0.09974096,0.148167898,0.663930048,0.05069311,0.356726446
Blap,Blap_1013,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1014,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1015,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1016,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1017,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1018,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1019,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1020,0,3,0,Workers 2011 only ,  NA,462,0.942765233,0.06219157,0.709717841,0.079731074,0.141922644,0.765983723,0.079478517,0.528616349,0.985838771,0.04925263,0.760154256,0.013485753,0.062738383,0.829002614,0.117247616,0.740823704,0.929688104,0.063365026,0.699379891,0.094906815,0.158271841,0.755688622,0.076492994,0.512785603,0.636222004,0.066154352,0.4749486,0.092809519,0.158963871,0.6364764,0.051275084,0.378110777
Blap,Blap_1021,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1022,0,2,0,Workers 2011 only ,  NA,959,0.635318122,0.135344802,0.411329368,0.086186233,0.221531035,0.428545846,0.041568276,0.556645053,0.836988186,0.258509532,0.375583901,0.034192038,0.29270157,0.110029614,0.071247621,0.658318993,0.694689427,0.186332121,0.384966053,0.126947513,0.313279634,0.295996987,0.040660746,0.820309664,0.628550803,0.129542725,0.411067905,0.082024859,0.211567584,0.439419259,0.040765697,0.52638392
Blap,Blap_1023,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1024,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1025,0,2,0,Workers 2011 only ,  NA,333.5,0.920167922,0.030089743,0.721294003,0.008024356,0.038114099,0.852418622,0.074219438,0.33905929,0.945774182,0.028345924,0.744223076,0.007603795,0.035949719,0.888680297,0.068546336,0.37343609,0.858549019,0.032433173,0.66545911,0.011737079,0.044170252,0.775705812,0.07326686,0.284281564,0.60782174,0.055114502,0.45106476,0.080539788,0.13565429,0.631607336,0.047898723,0.330548789
Blap,Blap_1026,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1027,0,2,0,Workers 2011 only ,  NA,1131.5,0.40697439,0.019558689,0.35254852,0.2114039,0.230962589,0.608449304,0.067383482,0.263149196,0.087210205,0.006284866,0.054792465,0.008369218,0.014654084,0.354802504,0.028263549,0.249625192,0.129916157,0.026172066,0.076633973,0.01905682,0.045228886,0.397973032,0.032713693,0.367649427,0.391469629,0.017942731,0.335998767,0.197736067,0.215678798,0.583294409,0.053346495,0.25636645
Blap,Blap_1028,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1029,0,3,0,Workers 2011 only ,  NA,1128,0.413052759,0.020409331,0.344110738,0.142485657,0.162894988,0.593869891,0.0713327,0.268893842,0.256783103,0.001006586,0.206802337,0.010459209,0.011465795,0.835136578,0.021702527,0.098250524,0.250050339,0.009432431,0.217181087,0.036111969,0.0455444,0.736691646,0.033682503,0.137540281,0.354954338,0.020295902,0.309271353,0.115975508,0.13627141,0.59287646,0.062403848,0.255374682
Blap,Blap_1030,0,2,0,Workers 2011 only ,  NA,316,0.871555137,0.175496235,0.521115362,0.039628777,0.215125012,0.452471299,0.044309325,0.876609167,0.873041156,0.185761753,0.508847359,0.014238996,0.200000749,0.439844486,0.038646144,0.937082263,0.910954043,0.159805517,0.575793569,0.095624275,0.255429792,0.49499935,0.054883647,0.76854109,0.646816898,0.086168923,0.447650872,0.083261547,0.16943047,0.52547606,0.046619535,0.452251168
Blap,Blap_1031,0,2,0,Workers 2011 only ,  NA,1073,0.461584304,0.023200361,0.3447473,0.256171592,0.279371953,0.593287798,0.08103877,0.182564237,0.067780554,0.016053987,0.052074588,0.019523971,0.035577958,0.650574925,0.056927551,0.155835661,0.21711989,0.023417755,0.151666263,0.069145236,0.092562991,0.479745822,0.086986691,0.187321357,0.440597449,0.025628379,0.32425874,0.239532296,0.265160675,0.569072219,0.089160993,0.200149649
Blap,Blap_1032,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1033,0,2,0,Workers 2011 only ,  NA,672,0.854963283,0.123161931,0.573298739,0.104025152,0.227187083,0.553135589,0.061550218,0.606922432,0.865832428,0.175408576,0.509447487,0.007715872,0.183124448,0.45270672,0.03615976,0.901143656,0.907679915,0.153054239,0.579927551,0.085405656,0.238459895,0.515378826,0.050366638,0.755395818,0.644221672,0.08486354,0.445763546,0.083050283,0.167913823,0.523600534,0.047318235,0.445025944
Blap,Blap_1034,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1035,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1036,0,2,0,Workers 2011 only ,  NA,234.5,0.976126424,0.047307812,0.750026736,0.011644808,0.05895262,0.829604758,0.110531603,0.730062907,0.979302177,0.051936144,0.748698229,0.011240962,0.063177106,0.821146417,0.111777387,0.71916866,0.934810281,0.069396676,0.695133272,0.084432045,0.153828721,0.745347821,0.070054769,0.523540756,0.634705194,0.067298423,0.470229057,0.091271717,0.15857014,0.623868351,0.050779618,0.381632831
Blap,Blap_1037,0,4,0,Workers 2011 only ,  NA,468.75,0.812474379,0.039019987,0.705446151,0.28703224,0.326052227,0.827312493,0.081507988,0.71455647,1.115114379,0.033540272,0.943532255,0.528079984,0.561620256,0.85455076,0.098268946,0.802905503,0.779815215,0.04391375,0.675618901,0.268305674,0.312219424,0.808253818,0.082589809,0.700331233,0.681068817,0.067372967,0.520748849,0.102646077,0.170019044,0.682111594,0.045856227,0.393585084
Blap,Blap_1039,0,4,0,Workers 2011 only ,  NA,701.5,0.430849847,0.011561347,0.395888859,0.100589884,0.112151231,0.764117169,0.041306871,0.225276988,0.364268583,0.0000179,0.302084832,0.018948433,0.018966333,0.928365281,0.024021951,0.002943162,0.423738404,0.001838246,0.379156529,0.055512848,0.057351094,0.832549935,0.033572331,0.102435415,0.407288142,0.019782115,0.362821054,0.107117346,0.126899461,0.67310705,0.0528897,0.288465717
Blap,Blap_1040,0,2,0,Workers 2011 only ,  NA,1142.5,0.442509513,0.0214033,0.315433281,0.086233154,0.107636454,0.634563487,0.073260714,0.228073233,0.243427369,0.047308666,0.298186653,0.156790306,0.204098972,0.667812717,0.066203029,0.074371239,0.297001453,0.014809515,0.315388224,0.127757043,0.142566558,0.731903679,0.049637251,0.134569579,0.429778723,0.018917904,0.319146084,0.086227936,0.10514584,0.691399653,0.07246599,0.209650407
Blap,Blap_1041,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1042,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1043,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1044,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1045,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_1046,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
